transaction_id,account_id,merchant_id,transaction_type,payment_method,merchant_category,risk_tier,geography,amount,fee_amount,settlement_amount,settlement_days,transaction_date,settlement_date,fraud_flag,settled_flag,transaction_flag,chargeback_flag
TXN-03-05305,ACCT-89212,MERCH-2864,withdrawal,credit_card,travel,low,US-East,153.04,1.4,151.64,7.0,2025-12-26,2026-01-02,0,1,1,0
TXN-03-01168,ACCT-21556,,transfer,wire,services,low,EU-West,2236.96,72.22,2164.74,7.0,2025-12-26,2026-01-02,0,1,1,0
TXN-03-04101,ACCT-37500,MERCH-3287,purchase,ach,entertainment,medium,US-Central,227.01,2.18,224.83,7.0,2025-12-12,2025-12-19,0,1,1,0
TXN-03-03016,ACCT-83376,MERCH-3514,purchase,wire,retail,medium,US-Central,3487.91,83.92,3403.99,7.0,2025-12-14,2025-12-21,0,0,1,0
TXN-03-02810,ACCT-76888,MERCH-6317,purchase,credit_card,retail,medium,US-Central,3700.58,42.82,3657.76,1.0,2025-12-10,2025-12-11,0,0,1,0
TXN-03-00693,ACCT-25207,MERCH-4737,refund,wire,food_and_beverage,high,US-Central,604.72,18.01,586.71,7.0,2025-12-13,2025-12-20,0,1,1,0
TXN-03-04126,ACCT-26149,MERCH-7355,purchase,wire,entertainment,medium,APAC,4115.56,74.64,4040.92,3.0,2025-12-10,2025-12-13,0,1,1,0
TXN-03-04467,ACCT-38501,MERCH-7383,purchase,wire,entertainment,low,EU-West,4477.95,35.64,4442.31,2.0,2025-12-09,2025-12-11,0,1,1,0
TXN-03-05481,ACCT-65189,MERCH-4724,purchase,digital_wallet,entertainment,high,US-East,1476.62,23.9,1452.72,3.0,2025-12-18,2025-12-21,1,1,1,0
TXN-03-03387,ACCT-61857,MERCH-2985,purchase,ach,food_and_beverage,high,EU-West,4412.78,118.37,4294.41,1.0,2025-12-20,2025-12-21,0,1,1,0
TXN-03-04758,ACCT-13784,MERCH-3546,purchase,ach,travel,high,US-West,4770.59,150.06,4620.53,4.0,2025-12-13,2025-12-17,0,1,1,0
TXN-03-04199,ACCT-76006,MERCH-5792,purchase,wire,food_and_beverage,medium,APAC,3514.04,97.52,3416.52,6.0,2025-12-28,2026-01-03,0,1,1,0
TXN-03-03641,ACCT-57681,MERCH-5492,withdrawal,digital_wallet,entertainment,medium,APAC,3747.61,32.33,3715.28,5.0,2025-12-19,2025-12-24,0,1,1,0
TXN-03-00886,ACCT-91316,MERCH-9660,withdrawal,ach,food_and_beverage,medium,US-East,229.21,1.59,227.62,6.0,2025-12-19,2025-12-25,0,1,1,0
TXN-03-00633,ACCT-92239,MERCH-4375,purchase,debit_card,services,medium,APAC,4477.13,129.84,4347.29,3.0,2025-12-11,2025-12-14,0,0,1,0
TXN-03-00138,ACCT-12092,MERCH-9001,refund,digital_wallet,services,low,US-Central,2914.9,73.55,2841.35,2.0,2025-12-21,2025-12-23,1,1,1,0
TXN-03-02851,ACCT-36524,MERCH-4537,purchase,debit_card,retail,low,US-Central,4615.12,93.26,4521.86,4.0,2025-12-06,2025-12-10,0,0,1,0
TXN-03-01093,ACCT-15280,MERCH-5437,purchase,ach,travel,high,APAC,3051.6,42.16,3009.44,3.0,2025-12-23,2025-12-26,0,1,1,0
TXN-03-01385,ACCT-38763,MERCH-2607,purchase,debit_card,services,high,APAC,3452.15,24.39,3427.76,7.0,2025-12-03,2025-12-10,0,0,1,0
TXN-03-04385,ACCT-51558,MERCH-6416,transfer,ach,food_and_beverage,high,US-West,1978.96,50.72,1928.24,1.0,2025-12-26,2025-12-27,0,1,1,0
TXN-03-02881,ACCT-83546,MERCH-9953,purchase,digital_wallet,entertainment,low,US-Central,1565.99,11.02,1554.97,4.0,2025-12-02,2025-12-06,0,1,1,0
TXN-03-01390,ACCT-80792,MERCH-9005,purchase,wire,retail,medium,US-East,1057.13,7.58,1049.55,7.0,2025-12-14,2025-12-21,0,1,1,0
TXN-03-03986,ACCT-62158,MERCH-2897,refund,debit_card,food_and_beverage,medium,EU-West,2914.44,23.43,2891.01,6.0,2025-12-03,2025-12-09,0,1,1,0
TXN-03-03336,ACCT-64592,MERCH-6875,purchase,wire,retail,medium,US-Central,2296.12,79.42,2216.7,5.0,2025-12-09,2025-12-14,0,1,1,0
TXN-03-04657,ACCT-15597,MERCH-1881,purchase,digital_wallet,retail,medium,EU-West,2368.4,78.1,2290.3,5.0,2025-12-15,2025-12-20,0,1,1,0
TXN-03-02154,ACCT-43848,MERCH-1835,purchase,ach,food_and_beverage,high,US-East,3889.73,52.45,3837.28,1.0,2025-12-24,2025-12-25,0,1,1,0
TXN-03-02426,ACCT-78545,MERCH-8636,transfer,digital_wallet,retail,medium,APAC,3875.13,23.63,3851.5,2.0,2025-12-12,2025-12-14,0,1,1,0
TXN-03-04749,ACCT-63194,MERCH-2689,purchase,credit_card,services,low,US-Central,3076.92,75.62,3001.3,6.0,2025-12-07,2025-12-13,0,1,1,0
TXN-03-00562,ACCT-54487,MERCH-4608,refund,wire,retail,high,EU-West,323.09,4.75,318.34,2.0,2025-12-30,2026-01-01,0,0,1,0
TXN-03-00358,ACCT-91480,MERCH-6206,transfer,credit_card,services,low,US-East,2698.59,73.74,2624.85,3.0,2025-12-05,2025-12-08,1,1,1,0
TXN-03-01307,ACCT-59768,MERCH-5556,purchase,digital_wallet,retail,medium,EU-West,2154.72,47.06,2107.66,4.0,2025-12-28,2026-01-01,0,1,1,0
TXN-03-01935,ACCT-46541,MERCH-7587,withdrawal,digital_wallet,services,low,US-East,1533.5,16.88,1516.62,7.0,2025-12-28,2026-01-04,0,1,1,0
TXN-03-03965,ACCT-86561,MERCH-8131,withdrawal,credit_card,entertainment,low,APAC,918.38,10.8,907.58,4.0,2025-12-30,2026-01-03,0,1,1,0
TXN-03-03846,ACCT-77609,MERCH-9479,purchase,wire,retail,medium,US-West,3297.04,113.35,3183.69,1.0,2025-12-23,2025-12-24,0,1,1,0
TXN-03-02629,ACCT-21809,MERCH-4919,purchase,digital_wallet,services,medium,US-Central,1995.06,28.14,1966.92,2.0,2025-12-03,2025-12-05,0,1,1,0
TXN-03-01654,ACCT-34004,MERCH-6427,transfer,debit_card,food_and_beverage,low,US-Central,309.03,4.32,304.71,6.0,2025-12-21,2025-12-27,0,1,1,0
TXN-03-03619,ACCT-35905,MERCH-6319,transfer,wire,food_and_beverage,medium,US-Central,1393.44,46.04,1347.4,3.0,2025-12-12,2025-12-15,0,1,1,0
TXN-03-00147,ACCT-26354,MERCH-1719,refund,credit_card,food_and_beverage,medium,EU-West,4919.57,62.47,4857.1,3.0,2025-12-26,2025-12-29,0,1,1,0
TXN-03-01185,ACCT-71865,MERCH-9900,purchase,credit_card,services,high,APAC,2602.27,54.55,2547.72,2.0,2025-12-29,2025-12-31,0,1,1,0
TXN-03-04104,ACCT-78596,MERCH-5493,purchase,wire,services,high,US-Central,4740.37,81.81,4658.56,4.0,2025-12-06,2025-12-10,0,0,1,0
TXN-03-03497,ACCT-91533,MERCH-1120,withdrawal,credit_card,travel,medium,APAC,318.34,9.53,308.81,7.0,2025-12-13,2025-12-20,0,1,1,0
TXN-03-02320,ACCT-66236,MERCH-3972,refund,ach,travel,low,US-East,1365.63,32.11,1333.52,2.0,2025-12-12,2025-12-14,0,1,1,0
TXN-03-02234,ACCT-70521,MERCH-8591,transfer,digital_wallet,entertainment,medium,US-West,3340.48,64.27,3276.21,4.0,2025-12-19,2025-12-23,0,1,1,0
TXN-03-04080,ACCT-78723,MERCH-1250,purchase,digital_wallet,retail,low,APAC,851.71,4.73,846.98,1.0,2025-12-02,2025-12-03,0,1,1,0
TXN-03-01846,ACCT-81519,MERCH-2522,purchase,digital_wallet,food_and_beverage,low,US-East,2066.12,15.58,2050.54,4.0,2025-12-19,2025-12-23,0,1,1,0
TXN-03-01190,ACCT-34385,MERCH-9132,purchase,digital_wallet,retail,low,EU-West,3302.6,19.3,3283.3,5.0,2025-12-08,2025-12-13,0,1,1,0
TXN-03-00439,ACCT-62129,MERCH-6900,purchase,wire,travel,medium,US-West,2968.49,40.48,2928.01,2.0,2025-12-06,2025-12-08,0,1,1,0
TXN-03-01516,ACCT-91209,MERCH-9953,transfer,debit_card,retail,medium,EU-West,1717.69,12.74,1704.95,2.0,2025-12-12,2025-12-14,0,0,1,0
TXN-03-01672,ACCT-92862,MERCH-7868,purchase,credit_card,retail,low,APAC,3921.62,119.79,3801.83,3.0,2025-12-11,2025-12-14,0,1,1,0
TXN-03-01224,ACCT-87584,MERCH-5530,purchase,wire,food_and_beverage,medium,US-Central,4540.32,147.7,4392.62,6.0,2025-12-05,2025-12-11,0,1,1,0
TXN-03-01249,ACCT-97051,MERCH-5211,withdrawal,ach,retail,low,EU-West,668.13,18.06,650.07,4.0,2025-12-14,2025-12-18,0,1,1,0
TXN-03-03974,ACCT-54352,MERCH-3525,purchase,debit_card,food_and_beverage,medium,EU-West,590.29,18.5,571.79,4.0,2025-12-20,2025-12-24,0,1,1,0
TXN-03-02310,ACCT-37714,MERCH-7030,withdrawal,wire,retail,low,US-Central,2274.02,18.58,2255.44,7.0,2025-12-02,2025-12-09,0,0,1,0
TXN-03-04175,ACCT-95311,MERCH-6271,transfer,wire,entertainment,medium,EU-West,3837.09,33.83,3803.26,4.0,2025-12-28,2026-01-01,0,1,1,0
TXN-03-03956,ACCT-51153,MERCH-2740,purchase,credit_card,entertainment,low,US-East,2953.94,68.76,2885.18,1.0,2025-12-16,2025-12-17,0,1,1,0
TXN-03-01251,ACCT-86555,MERCH-9984,transfer,ach,retail,low,US-Central,3087.35,29.13,3058.22,3.0,2025-12-25,2025-12-28,0,1,1,0
TXN-03-02699,ACCT-75373,MERCH-9408,purchase,ach,entertainment,high,US-West,3010.86,48.54,2962.32,4.0,2025-12-29,2026-01-02,0,1,1,0
TXN-03-02567,ACCT-64514,MERCH-9121,withdrawal,wire,services,medium,US-East,3895.9,86.36,3809.54,4.0,2025-12-21,2025-12-25,0,1,1,0
TXN-03-03209,ACCT-56290,MERCH-8182,refund,ach,travel,low,US-West,917.96,17.28,900.68,1.0,2025-12-20,2025-12-21,0,1,1,0
TXN-03-00096,ACCT-95031,MERCH-8937,purchase,digital_wallet,retail,low,US-Central,1637.3,49.54,1587.76,6.0,2025-12-29,2026-01-04,0,1,1,0
TXN-03-04071,ACCT-69889,MERCH-1539,transfer,credit_card,services,medium,APAC,4953.58,118.29,4835.29,5.0,2025-12-08,2025-12-13,0,1,1,0
TXN-03-03443,ACCT-11702,MERCH-7860,purchase,ach,travel,low,US-East,271.02,2.51,268.51,4.0,2025-12-06,2025-12-10,0,1,1,0
TXN-03-03466,ACCT-65357,MERCH-5347,purchase,ach,entertainment,high,EU-West,293.3,3.75,289.55,3.0,2025-12-12,2025-12-15,0,1,1,0
TXN-03-01629,ACCT-46939,MERCH-8187,withdrawal,ach,entertainment,medium,US-East,3454.11,65.25,3388.86,2.0,2025-12-05,2025-12-07,0,1,1,1
TXN-03-04978,ACCT-34325,MERCH-7910,purchase,ach,retail,low,EU-West,64.24,0.9,63.34,4.0,2025-12-24,2025-12-28,0,1,1,0
TXN-03-03784,ACCT-64083,MERCH-3738,purchase,credit_card,entertainment,high,APAC,409.19,5.01,404.18,5.0,2025-12-25,2025-12-30,0,1,1,0
TXN-03-03050,ACCT-11286,MERCH-4319,withdrawal,credit_card,entertainment,low,APAC,4355.18,73.11,4282.07,4.0,2025-12-11,2025-12-15,0,1,1,0
TXN-03-00006,ACCT-73540,MERCH-7447,purchase,wire,travel,medium,US-West,3436.36,26.48,3409.88,4.0,2025-12-08,2025-12-12,0,1,1,0
TXN-03-01031,ACCT-12766,MERCH-1245,purchase,debit_card,travel,medium,EU-West,3099.79,44.36,3055.43,3.0,2025-12-01,2025-12-04,0,1,1,0
TXN-03-01898,ACCT-97320,MERCH-6668,purchase,digital_wallet,entertainment,low,US-Central,985.56,33.55,952.01,6.0,2025-12-08,2025-12-14,0,1,1,0
TXN-03-00678,ACCT-79943,MERCH-2296,purchase,wire,retail,low,US-East,4814.72,157.0,4657.72,5.0,2025-12-17,2025-12-22,0,1,1,0
TXN-03-02273,ACCT-81786,MERCH-4205,purchase,digital_wallet,travel,medium,US-West,529.13,18.29,510.84,4.0,2025-12-24,2025-12-28,0,1,1,1
TXN-03-04036,ACCT-55447,MERCH-9566,purchase,ach,food_and_beverage,medium,APAC,2530.19,29.55,2500.64,6.0,2025-12-12,2025-12-18,0,1,1,0
TXN-03-00210,ACCT-31064,MERCH-2711,refund,ach,services,low,US-Central,4151.36,87.33,4064.03,6.0,2025-12-04,2025-12-10,0,1,1,1
TXN-03-05278,ACCT-29473,MERCH-5567,transfer,ach,services,low,US-East,1593.98,35.03,1558.95,6.0,2025-12-11,2025-12-17,0,1,1,0
TXN-03-01812,ACCT-74802,MERCH-1888,withdrawal,digital_wallet,food_and_beverage,medium,US-East,893.69,20.88,872.81,1.0,2025-12-14,2025-12-15,0,1,1,0
TXN-03-05412,ACCT-96760,MERCH-7946,refund,wire,travel,high,EU-West,1971.09,31.69,1939.4,3.0,2025-12-01,2025-12-04,0,1,1,0
TXN-03-00736,ACCT-79888,MERCH-5896,purchase,digital_wallet,food_and_beverage,low,APAC,1455.38,28.02,1427.36,3.0,2025-12-11,2025-12-14,0,1,1,0
TXN-03-02986,ACCT-10293,MERCH-1784,transfer,credit_card,food_and_beverage,low,US-East,1269.07,42.76,1226.31,5.0,2025-12-19,2025-12-24,0,0,1,0
TXN-03-05015,ACCT-81480,MERCH-9975,refund,wire,travel,medium,APAC,1793.62,28.83,1764.79,7.0,2025-12-17,2025-12-24,0,1,1,0
TXN-03-02522,ACCT-79915,MERCH-1586,transfer,digital_wallet,retail,low,US-West,947.2,7.6,939.6,3.0,2025-12-06,2025-12-09,0,1,1,0
TXN-03-04128,ACCT-66241,MERCH-4860,refund,digital_wallet,services,low,US-Central,1307.36,18.97,1288.39,4.0,2025-12-14,2025-12-18,0,1,1,0
TXN-03-05443,ACCT-13869,MERCH-6563,refund,ach,food_and_beverage,medium,US-West,4557.37,74.83,4482.54,2.0,2025-12-14,2025-12-16,0,1,1,0
TXN-03-04894,ACCT-58563,MERCH-1960,purchase,ach,services,low,US-Central,1977.98,26.29,1951.69,5.0,2025-12-24,2025-12-29,0,1,1,0
TXN-03-03932,ACCT-17391,MERCH-5297,purchase,debit_card,retail,low,EU-West,4197.73,67.7,4130.03,5.0,2025-12-23,2025-12-28,0,1,1,0
TXN-03-04538,ACCT-80086,MERCH-3803,purchase,credit_card,entertainment,low,US-Central,4288.63,98.67,4189.96,4.0,2025-12-24,2025-12-28,0,1,1,0
TXN-03-01890,ACCT-86397,MERCH-8389,refund,credit_card,retail,high,US-Central,3884.85,113.4,3771.45,1.0,2025-12-02,2025-12-03,0,1,1,0
TXN-03-05081,ACCT-86177,MERCH-1953,refund,credit_card,services,low,EU-West,730.05,10.23,719.82,6.0,2025-12-22,2025-12-28,0,1,1,0
TXN-03-01693,ACCT-38813,MERCH-9272,purchase,credit_card,travel,low,US-West,2075.07,67.54,2007.53,7.0,2025-12-21,2025-12-28,0,1,1,0
TXN-03-01515,ACCT-15232,MERCH-6414,withdrawal,debit_card,travel,medium,APAC,2427.69,42.51,2385.18,5.0,2025-12-05,2025-12-10,0,1,1,0
TXN-03-00421,ACCT-29001,MERCH-5319,purchase,debit_card,travel,medium,APAC,439.15,2.67,436.48,7.0,2025-12-30,2026-01-06,0,1,1,0
TXN-03-01919,ACCT-79536,MERCH-6581,purchase,digital_wallet,retail,low,US-East,594.11,6.85,587.26,1.0,2025-12-12,2025-12-13,0,1,1,0
TXN-03-04443,ACCT-74733,MERCH-8895,transfer,wire,travel,medium,EU-West,549.64,2.88,546.76,7.0,2025-12-28,2026-01-04,0,1,1,0
TXN-03-03962,ACCT-39768,,transfer,debit_card,travel,high,US-East,3558.24,93.42,3464.82,4.0,2025-12-17,2025-12-21,0,1,1,0
TXN-03-05277,ACCT-56071,MERCH-3138,purchase,digital_wallet,retail,medium,US-West,2978.85,22.08,2956.77,6.0,2025-12-10,2025-12-16,0,1,1,0
TXN-03-03937,ACCT-92237,MERCH-1589,transfer,ach,travel,high,US-West,2628.07,71.65,2556.42,7.0,2025-12-12,2025-12-19,0,1,1,0
TXN-03-00804,ACCT-16143,MERCH-4346,withdrawal,debit_card,travel,low,US-West,4682.09,55.25,4626.84,4.0,2025-12-25,2025-12-29,0,1,1,0
TXN-03-04061,ACCT-49761,MERCH-3818,withdrawal,digital_wallet,retail,low,APAC,137.38,3.33,134.05,1.0,2025-12-27,2025-12-28,0,1,1,0
TXN-03-02213,ACCT-36693,MERCH-3798,transfer,debit_card,food_and_beverage,medium,EU-West,969.95,12.87,957.08,5.0,2025-12-10,2025-12-15,0,1,1,0
TXN-03-02451,ACCT-17418,MERCH-2759,purchase,credit_card,retail,medium,US-Central,4131.53,90.09,4041.44,2.0,2025-12-16,2025-12-18,0,1,1,0
TXN-03-04849,ACCT-79539,MERCH-3387,transfer,digital_wallet,food_and_beverage,low,US-East,4857.02,150.24,4706.78,2.0,2025-12-02,2025-12-04,1,1,1,0
TXN-03-01137,ACCT-42714,MERCH-9525,purchase,ach,travel,low,EU-West,3820.87,37.56,3783.31,6.0,2025-12-26,2026-01-01,0,1,1,0
TXN-03-01594,ACCT-14447,MERCH-4412,purchase,debit_card,services,high,EU-West,53.72,1.57,52.15,4.0,2025-12-28,2026-01-01,0,1,1,0
TXN-03-03047,ACCT-18617,MERCH-8089,purchase,ach,services,low,EU-West,1875.91,48.66,1827.25,6.0,2025-12-09,2025-12-15,0,1,1,0
TXN-03-00731,ACCT-89789,MERCH-5288,refund,ach,retail,high,US-West,4034.82,121.28,3913.54,5.0,2025-12-14,2025-12-19,0,1,1,0
TXN-03-00887,ACCT-73723,MERCH-7710,purchase,credit_card,retail,high,US-Central,1411.75,26.15,1385.6,3.0,2025-12-03,2025-12-06,0,0,1,0
TXN-03-00089,ACCT-28928,MERCH-8828,purchase,debit_card,food_and_beverage,low,APAC,3085.97,26.2,3059.77,5.0,2025-12-29,2026-01-03,0,1,1,0
TXN-03-02280,ACCT-85820,MERCH-7185,purchase,wire,food_and_beverage,low,US-West,4565.32,151.23,4414.09,5.0,2025-12-08,2025-12-13,0,1,1,0
TXN-03-01529,ACCT-18523,MERCH-9309,purchase,debit_card,food_and_beverage,low,APAC,1445.29,24.54,1420.75,5.0,2025-12-20,2025-12-25,0,1,1,0
TXN-03-00794,ACCT-76692,MERCH-8797,purchase,wire,travel,low,US-Central,1588.2,38.55,1549.65,2.0,2025-12-19,2025-12-21,0,0,1,0
TXN-03-02620,ACCT-68393,MERCH-9209,withdrawal,wire,entertainment,medium,APAC,4897.71,30.81,4866.9,6.0,2025-12-17,2025-12-23,0,1,1,0
TXN-03-01804,ACCT-29157,MERCH-7681,purchase,wire,travel,medium,US-East,4002.59,134.41,3868.18,2.0,2025-12-09,2025-12-11,0,1,1,0
TXN-03-02142,ACCT-65222,MERCH-1080,purchase,digital_wallet,services,high,US-East,3688.59,97.44,3591.15,5.0,2025-12-24,2025-12-29,0,1,1,0
TXN-03-02141,ACCT-27042,MERCH-2434,purchase,debit_card,retail,high,US-Central,1519.63,12.64,1506.99,2.0,2025-12-12,2025-12-14,0,1,1,0
TXN-03-01527,ACCT-50784,MERCH-3346,refund,credit_card,services,medium,APAC,2885.59,33.56,2852.03,2.0,2025-12-20,2025-12-22,0,1,1,0
TXN-03-05205,ACCT-73734,MERCH-2470,purchase,credit_card,entertainment,low,APAC,3553.55,26.74,3526.81,5.0,2025-12-22,2025-12-27,0,1,1,0
TXN-03-04335,ACCT-42607,MERCH-4440,purchase,credit_card,retail,low,APAC,2191.41,43.8,2147.61,1.0,2025-12-09,2025-12-10,0,1,1,0
TXN-03-04646,ACCT-69911,MERCH-7779,purchase,digital_wallet,food_and_beverage,medium,US-East,2274.39,74.21,2200.18,7.0,2025-12-02,2025-12-09,0,1,1,0
TXN-03-01742,ACCT-65410,MERCH-6232,purchase,credit_card,retail,medium,US-East,4241.4,77.97,4163.43,1.0,2025-12-06,2025-12-07,0,1,1,0
TXN-03-00104,ACCT-83220,MERCH-3337,refund,ach,retail,low,US-Central,78.67,1.83,76.84,5.0,2025-12-25,2025-12-30,0,1,1,0
TXN-03-00331,ACCT-76638,MERCH-6994,transfer,wire,services,medium,US-Central,4352.34,131.42,4220.92,5.0,2025-12-16,2025-12-21,0,1,1,0
TXN-03-00654,ACCT-72765,MERCH-8368,purchase,debit_card,services,medium,US-West,2749.61,47.55,2702.06,2.0,2025-12-14,2025-12-16,0,1,1,0
TXN-03-00190,ACCT-31453,MERCH-8631,purchase,digital_wallet,retail,low,US-East,4655.4,145.37,4510.03,4.0,2025-12-02,2025-12-06,0,1,1,1
TXN-03-04721,ACCT-27963,MERCH-4518,purchase,digital_wallet,services,low,EU-West,2780.48,14.49,2765.99,7.0,2025-12-01,2025-12-08,0,1,1,0
TXN-03-D0011,ACCT-20756,MERCH-8927,withdrawal,debit_card,travel,low,APAC,2076.21,31.28,2044.93,3.0,2025-12-12,2025-12-15,0,1,1,0
TXN-03-04060,ACCT-40680,MERCH-7305,purchase,wire,travel,low,US-Central,2288.05,58.53,2229.52,1.0,2025-12-25,2025-12-26,0,1,1,0
TXN-03-01889,ACCT-17190,MERCH-1935,purchase,wire,travel,low,APAC,795.14,4.71,790.43,7.0,2025-12-03,2025-12-10,0,1,1,0
TXN-03-03797,ACCT-51421,MERCH-4616,refund,wire,food_and_beverage,low,EU-West,1347.79,31.03,1316.76,7.0,2025-12-09,2025-12-16,0,1,1,0
TXN-03-03805,ACCT-34489,MERCH-7875,purchase,wire,entertainment,high,APAC,4747.26,103.73,4643.53,4.0,2025-12-26,2025-12-30,0,1,1,0
TXN-03-00709,ACCT-89035,MERCH-6381,transfer,wire,retail,medium,EU-West,3612.02,75.93,3536.09,6.0,2025-12-22,2025-12-28,0,1,1,0
TXN-03-04511,ACCT-90351,MERCH-8443,purchase,debit_card,food_and_beverage,low,US-Central,2936.15,47.62,2888.53,4.0,2025-12-19,2025-12-23,0,1,1,0
TXN-03-01160,ACCT-37897,MERCH-8178,purchase,debit_card,services,low,US-East,1567.18,51.28,1515.9,4.0,2025-12-02,2025-12-06,0,1,1,0
TXN-03-02478,ACCT-62402,MERCH-2663,refund,credit_card,retail,medium,US-Central,2562.65,64.51,2498.14,7.0,2025-12-01,2025-12-08,0,1,1,0
TXN-03-04004,ACCT-59762,MERCH-9293,purchase,debit_card,food_and_beverage,low,US-East,2864.31,63.42,2800.89,5.0,2025-12-16,2025-12-21,0,1,1,0
TXN-03-00980,ACCT-70199,MERCH-6880,purchase,digital_wallet,retail,low,US-West,4695.23,38.76,4656.47,3.0,2025-12-05,2025-12-08,0,1,1,0
TXN-03-01244,ACCT-70358,MERCH-6874,purchase,ach,retail,medium,EU-West,1153.63,8.96,1144.67,1.0,2025-12-18,2025-12-19,0,1,1,0
TXN-03-01563,ACCT-47724,MERCH-5503,purchase,credit_card,travel,low,US-East,2491.36,53.89,2437.47,5.0,2025-12-03,2025-12-08,0,1,1,0
TXN-03-01564,ACCT-76370,MERCH-2369,purchase,debit_card,food_and_beverage,medium,US-East,4793.74,43.35,4750.39,4.0,2025-12-02,2025-12-06,0,0,1,0
